
A T O M   T Y P E S

IDX	TYPE	RING
 9600    422.84085    422.84144
 9610    422.83494    422.83554
 9620    422.82893    422.82954
 9630    422.82281    422.82343
 9640    422.81658    422.81721
 9650    422.81022    422.81086
 9660    422.80374    422.80439
 9670    422.79711    422.79778
 9680    422.79033    422.79102
 9690    422.78340    422.78410
 9700    422.77629    422.77701
 9710    422.76903    422.76976
 9720    422.76160    422.76235
 9730    422.75426    422.75492
 9740    422.74917    422.74962
 9750    422.74465    422.74510
 9760    422.74009    422.74055
 9770    422.73549    422.73595
 9780    422.73084    422.73131
 9790    422.72615    422.72662
 9800    422.72141    422.72189
 9810    422.71662    422.71710
 9820    422.71177    422.71226
 9830    422.70687    422.70737
 9840    422.70192    422.70242
 9850    422.69691    422.69741
 9860    422.69183    422.69234
 9870    422.68668    422.68719
 9880    422.68145    422.68198
 9890    422.67616    422.67669
 9900    422.67078    422.67132
 9910    422.66531    422.66586
 9920    422.65976    422.66032
 9930    422.65411    422.65468
 9940    422.64836    422.64894
 9950    422.64251    422.64310
 9960    422.63654    422.63714
 9970    422.63044    422.63106
 9980    422.62422    422.62485
 9990    422.61785    422.61850
 10000    422.61134    422.61200
1 molecule converted
